Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
01 flow-create item inside a project and set its priority:main flow,100,4399,3566,7690,716.93,0.00%,6.8,35.71,5380.8
TOTAL,100,4399,3566,7690,716.93,0.00%,6.8,35.71,5380.8
