Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
01 flow-create item inside a project and set its priority:main flow,40,2775,2629,5678,466.33,0.00%,3.3,17.52,5404.6
TOTAL,40,2775,2629,5678,466.33,0.00%,3.3,17.52,5404.6
