Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
01 flow-create item inside a project and set its priority:main flow,10,2710,2634,2904,85.25,0.00%,1.1,5.57,5403.2
TOTAL,10,2710,2634,2904,85.25,0.00%,1.1,5.57,5403.2
