Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
07 flow - Pospone the item due date:main flow,70,6092,5257,9084,1201.31,0.00%,3.8,33.96,9195.8
TOTAL,70,6092,5257,9084,1201.31,0.00%,3.8,33.96,9195.8
