Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
07 flow - Pospone the item due date:main flow,100,95439,38951,149112,23171.31,0.00%,.6,5.41,9194.8
TOTAL,100,95439,38951,149112,23171.31,0.00%,.6,5.41,9194.8
