Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
07 flow - Pospone the item due date:main flow,10,6701,4846,8676,1507.47,0.00%,.5,4.94,9221.2
TOTAL,10,6701,4846,8676,1507.47,0.00%,.5,4.94,9221.2
