Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
07 flow - Pospone the item due date:main flow,40,5524,4829,11107,1183.23,0.00%,1.9,17.46,9209.3
TOTAL,40,5524,4829,11107,1183.23,0.00%,1.9,17.46,9209.3
