Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
10 flow - create and delete all projects:main flow,40,10143,9416,15384,1214.34,0.00%,1.0,28.82,28939.3
TOTAL,40,10143,9416,15384,1214.34,0.00%,1.0,28.82,28939.3
