Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
10 flow - create and delete all projects:main flow,40,10795,9641,14177,1336.27,0.00%,1.1,29.87,28926.2
TOTAL,40,10795,9641,14177,1336.27,0.00%,1.1,29.87,28926.2
