Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
10 flow - create and delete all projects:main flow,100,17461,12803,25863,2489.13,0.00%,2.0,56.26,28845.9
TOTAL,100,17461,12803,25863,2489.13,0.00%,2.0,56.26,28845.9
