Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
06 flow - get and delete all items by root item:main flow,70,29231,25248,36965,2068.99,0.00%,1.3,30.38,24675.1
TOTAL,70,29231,25248,36965,2068.99,0.00%,1.3,30.38,24675.1
