Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
02 flow-create and move  items into a project:main flow,100,27455,24110,33727,2566.83,0.00%,1.3,61.03,46396.2
TOTAL,100,27455,24110,33727,2566.83,0.00%,1.3,61.03,46396.2
