Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
02 flow-create and move  items into a project:main flow,40,25254,23724,31139,1530.98,0.00%,.6,25.62,46402.7
TOTAL,40,25254,23724,31139,1530.98,0.00%,.6,25.62,46402.7
