Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
02 flow-create and move  items into a project:main flow,40,49523,44379,55566,2248.82,0.00%,.4,18.83,46247.1
TOTAL,40,49523,44379,55566,2248.82,0.00%,.4,18.83,46247.1
