Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
05 flow - create N child items:main flow,70,8334,6958,13646,1886.48,0.00%,2.7,33.81,13016.6
TOTAL,70,8334,6958,13646,1886.48,0.00%,2.7,33.81,13016.6
