Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
05 flow - create N child items:main flow,10,7415,6453,10378,1335.47,0.00%,.4,5.67,13077.8
TOTAL,10,7415,6453,10378,1335.47,0.00%,.4,5.67,13077.8
