Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
08 flow - delete all project done items:main flow,40,22454,15864,32803,4586.36,0.00%,.8,18.99,25389.5
TOTAL,40,22454,15864,32803,4586.36,0.00%,.8,18.99,25389.5
